facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,patients_who_reported_that_staff_definitely_gave_care_in_a_professional_way_and_the_facility_was_clean,patients_who_reported_that_staff_somewhat_gave_care_in_a_professional_way_or_the_facility_was_somewhat_clean,patients_who_reported_that_staff_did_not_give_care_in_a_professional_way_or_the_facility_was_not_clean,facilities_and_staff_linear_mean_score,patients_who_reported_that_staff_definitely_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_somewhat_communicated_about_what_to_expect_during_and_after_the_procedure,patients_who_reported_that_staff_did_not_communicate_about_what_to_expect_during_and_after_the_procedure,communication_about_your_procedure_linear_mean_score,patients_who_gave_the_facility_a_rating_of_9_or_10_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_7_or_8_on_a_scale_from_0_lowest_to_10_highest,patients_who_gave_the_facility_a_rating_of_0_to_6_on_a_scale_from_0_lowest_to_10_highest,patients_rating_of_the_facility_linear_mean_score,patients_who_reported_yes_they_would_definitely_recommend_the_facility_to_family_or_friends,patients_who_reported_probably_yes_they_would_recommend_the_facility_to_family_or_friends,patients_who_reported_no_they_would_not_recommend_the_facility_to_family_or_friends,patients_recommending_the_facility_linear_mean_score,footnote,number_of_sampled_patients,number_of_completed_surveys,survey_response_rate_percent,start_date,end_date
10C0001430,PARK PL SURGERY CENTER LLC,2450 MAITLAND CNETER PARKWAY SUITE 100,MAITLAND,FL,32751,,(407) 875-0296,96,3,1,98,90,7,3,93,81,15,4,92,79,16,5,90,"3,6",600,89,15,07/01/2024,06/30/2025
10C0001431,SURGERY CENTER OF ATLANTIS LLC,5645 SOUTH MILITARY TRAIL,LAKE WORTH,FL,33463,,(561) 964-3966,97,3,0,98,93,6,1,96,92,7,1,96,88,9,3,94,3,1490,408,27,07/01/2024,06/30/2025
10C0001432,LAKELAND REGIONAL HEALTH SURGERY CENTER LLC,818 GRIFFIN ROAD,LAKELAND,FL,33805,,(863) 687-0566,97,2,1,98,91,7,2,95,83,14,3,93,84,13,3,93,,2757,865,31,07/01/2024,06/30/2025
10C0001433,BAYONET POINT SURGERY CENTER LTD,14104 YOSEMITE DR,HUDSON,FL,34667,,(727) 869-5040,98,2,0,99,91,6,3,94,93,6,1,96,92,5,3,96,3,495,203,41,07/01/2024,06/30/2025
10C0001434,MILLENIA SURGERY CENTER,4901 SOUTH VINELAND RD #150,ORLANDO,FL,32811,,(407) 370-3272,94,5,1,97,89,8,3,93,82,13,5,92,79,14,7,90,3,3502,307,9,07/01/2024,06/30/2025
10C0001435,EYE SURGERY AND LASER CENTER,5030 US HWY 27 NORTH,SEBRING,FL,33870,,(863) 385-1074,96,4,0,98,89,9,2,93,88,10,2,95,86,11,3,94,3,1829,641,35,07/01/2024,06/30/2025
10C0001440,THE TAMPA FL ENDOSCOPY ASC LLC DBA TAMPA BAY ENDOSCOPY,4809 NORTH ARMENIA AVE SUITE 100,TAMPA,FL,33603,,(813) 872-9310,94,5,1,97,91,7,2,94,83,13,4,92,79,16,5,91,3,7128,906,13,07/01/2024,06/30/2025
10C0001444,ROCKLEDGE FL ENDOSCOPY ASC LLC,"1974 ROCKLEDGE BLVD, SUITE 102",ROCKLEDGE,FL,32955,,(321) 504-4440,98,2,0,99,96,4,0,98,94,5,1,97,92,7,1,97,3,1603,578,36,07/01/2024,06/30/2025
10C0001448,ALLIANCE SURGICAL CENTER LLC,917 RINEHART RD SUITE 1001,LAKE MARY,FL,32746,,(407) 708-5383,98,2,0,99,93,5,2,96,90,9,1,96,89,10,1,96,3,982,226,23,07/01/2024,06/30/2025
10C0001449,PORT ORANGE ENDOSCOPY AND SURGERY CENTER,1185 DUNLAWTON AVE SUITE 100,PORT ORANGE,FL,32127,,(386) 672-0017,98,2,0,99,94,5,1,97,90,9,1,96,89,9,2,95,,1895,610,32,07/01/2024,06/30/2025
10C0001451,DOCTORS OUTPATIENT SURGERY CENTER LLC,1005 CROSSPOINTE DR. # 2,NAPLES,FL,34110,,(239) 566-5748,99,1,0,99,94,6,0,97,82,18,0,95,88,12,0,96,"3,10",399,39,10,07/01/2024,06/30/2025
10C0001453,SOUTH BROWARD ENDOSCOPY,11011 SHERIDAN ST SUITE 106,COOPER CITY,FL,33026,,(954) 450-8312,97,3,0,98,92,6,2,95,89,9,2,96,86,12,2,94,3,3698,728,20,07/01/2024,06/30/2025
10C0001456,SEVEN HILLS SURGERY CENTER LLC,2010 FLEISCHMANN RD,TALLAHASSEE,FL,32308,,(850) 552-0608,96,4,0,98,94,6,0,97,89,10,1,95,88,11,1,96,3,430,103,25,07/01/2024,06/30/2025
10C0001457,TALLAHASSEE NEUROSURGERY PAIN MGMT DBA TALLAHASSEE MEMORIAL CTR FOR PAIN MGMT,2824 MAHAN DRIVE SUITE 2,TALLAHASSEE,FL,32308,,(850) 558-1270,96,4,0,98,91,8,1,96,90,5,5,94,93,7,0,98,"3,10",230,35,15,07/01/2024,06/30/2025
10C0001458,CLERMONT AMBULATORY SURGICAL CENTER,"255 CITRUS TOWER BLVD, SUITE 100",CLERMONT,FL,34711,,(352) 536-6340,97,3,0,98,93,5,2,95,87,13,0,96,88,12,0,96,"3,6",313,80,26,07/01/2024,06/30/2025
10C0001459,CENTRAL FLORIDA ENDOSCOPY AND SURGICAL INSTITUTE OF OCALA LLC,3256 S. PINE AVE,OCALA,FL,34471,,(352) 401-1919,92,7,1,96,87,9,4,91,79,14,7,90,69,23,8,86,"3,6",421,63,15,07/01/2024,06/30/2025
10C0001460,MEDICAL ARTS SURGERY CENTER AT SOUTH MIAMI,"6200 SUNSET DR, STE. 200",MIAMI,FL,33143,,(786) 595-8190,97,3,0,99,93,5,2,96,89,3,8,92,87,11,2,94,"3,10",274,48,18,07/01/2024,06/30/2025
10C0001461,UNIVERSITY INTERVENTIONAL CENTER,5102 NORTH DAVIS HWY,PENSACOLA,FL,32503,,(850) 549-4960,98,1,1,99,94,4,2,96,85,15,0,97,79,17,4,90,"3,10",204,33,16,07/01/2024,06/30/2025
10C0001466,CAPE CORAL SURGERY CENTER,"2721 DEL PRADO BLVD, STE. 100",CAPE CORAL,FL,33904,,(239) 242-8010,99,0,1,99,92,7,1,96,89,7,4,95,92,8,0,97,"3,10",127,32,25,07/01/2024,06/30/2025
10C0001467,PHYSICIANS OF WINTER HAVEN LLC,2400 DUNDEE RD,WINTER HAVEN,FL,33884,,(863) 293-8471,98,2,0,99,96,3,1,98,88,11,1,97,87,11,2,95,3,482,142,29,07/01/2024,06/30/2025
10C0001468,ST PETERSBURG ENDOSCOPY CENTER LLC,560 JACKSON ST. STE. 200,ST PETERSBURG,FL,33705,,(727) 820-7500,97,2,1,98,92,6,2,95,85,14,1,95,83,15,2,94,,914,200,22,07/01/2024,06/30/2025
10C0001470,PALMS WEST SURGERY CENTER LTD,12961 PALMS WEST DR,LOXAHATCHEE,FL,33470,,(561) 793-0437,98,2,0,99,92,7,1,95,93,5,2,97,88,10,2,95,3,833,197,24,07/01/2024,06/30/2025
10C0001471,LASER AND OUTPATIENT SURGERY CENTER,6925 NORTHWEST 11TH PL,GAINESVILLE,FL,32605,,(352) 331-1590,98,2,0,99,91,7,2,94,92,7,1,97,91,7,2,96,"3,10",160,35,22,07/01/2024,06/30/2025
10C0001472,SURGERY CENTER OF PORT CHARLOTTE LTD,"21260 OLEAN BLVD, SUITE 105",PORT CHARLOTTE,FL,33952,,(941) 235-5800,98,2,0,99,92,7,1,96,90,8,2,95,88,10,2,95,3,702,277,39,07/01/2024,06/30/2025
10C0001474,MURDOCK AMBULATORY SURGERY CENTER LLC,1400 EDUCATION WAY,PORT CHARLOTTE,FL,33948,,(941) 625-9800,98,2,0,99,89,8,3,93,88,10,2,95,88,11,1,96,,818,289,35,07/01/2024,06/30/2025
10C0001475,SUNCOAST SPECIALTY SURGERY CENTER LLLP,4519 US HWY 19 NORTH,NEW PORT RICHEY,FL,34652,,(727) 853-1851,93,7,0,96,86,13,1,92,82,15,3,92,78,22,0,93,"3,10",214,29,14,07/01/2024,06/30/2025
10C0001476,HALLANDALE OUTPATIENT SURGICAL CENTERLTD,306 EAST HALLANDALE BEACH BLVD,HALLANDALE BEACH,FL,33009,,(954) 458-1689,95,4,1,97,86,11,3,91,82,11,7,91,75,21,4,89,"3,6",322,61,19,07/01/2024,06/30/2025
10C0001477,SOUTH COUNTY OUTPATIENT SURGERY CENTER,16244 SOUTH MILITARY TRAIL SUITE 670,DELRAY BEACH,FL,33484,,(561) 637-5808,98,2,0,99,90,6,4,93,88,11,1,94,85,15,0,95,"3,10",312,25,8,07/01/2024,06/30/2025
10C0001478,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC DBA BAPTIST HEALTH SURGERY CENTER AT SOUTH PALM,1905 CLINT MOORE RD SUITE 115,BOCA RATON,FL,33496,,(561) 509-5084,97,3,0,99,91,8,1,95,87,13,0,95,77,18,5,90,"3,10",242,45,19,07/01/2024,06/30/2025
10C0001479,SOUTHPOINT SURGERY CENTER LLC,"7051 SOUTHPOINT PARKWAY, 1ST FLOOR",JACKSONVILLE,FL,32216,,(904) 403-5979,97,2,1,98,92,6,2,95,89,10,1,95,91,7,2,96,3,469,156,33,07/01/2024,06/30/2025
10C0001480,TRAILS EDGE SURGERY CENTER LLC,28930 TRAILS EDGE BOULEVARD SUITE 100,BONITA SPRINGS,FL,34134,,(000) 000-0000,96,3,1,98,91,7,2,94,85,12,3,94,85,12,3,93,3,702,214,31,07/01/2024,06/30/2025
10C0001483,FLEMING ISLAND SURGERY CENTER,1670 EAGLE HARBOR PKWY STE. B,ORANGE PARK,FL,32003,,(904) 644-0700,97,3,0,98,91,7,2,95,87,11,2,94,87,11,2,95,3,368,113,31,07/01/2024,06/30/2025
10C0001485,CAPITAL CITY SURGERY CENTER OF FLORIDA LLC,2807-2 CAPITAL MEDICAL BLVD.,TALLAHASSEE,FL,32308,,(850) 402-4107,96,4,0,98,88,9,3,93,80,15,5,92,80,16,4,91,,1351,295,22,07/01/2024,06/30/2025
10C0001486,PARKCREEK ASC LLC,6806 NORTH STATE ROAD 7,COCONUT CREEK,FL,33073,,(000) 000-0000,97,2,1,98,91,7,2,95,91,7,2,96,89,8,3,95,,1090,257,24,07/01/2024,06/30/2025
10C0001488,CENTER OF SURGICAL EXCELLENCE OF VENICE FLORIDA LLC,8421 POINTE LOOP DR,VENICE,FL,34293,,(941) 412-2100,96,2,2,97,89,7,4,93,91,7,2,95,88,10,2,94,"3,10",624,39,6,07/01/2024,06/30/2025
10C0001489,NEW TAMPA SURGERY CENTER,2407 CYPRESS RIDGE BLVD,WESLEY CHAPEL,FL,33544,,(813) 978-1494,99,1,0,100,91,8,1,95,89,10,1,95,85,15,0,95,3,483,167,35,07/01/2024,06/30/2025
10C0001490,ANDREWS INSTITUTE AMBULATORY SURGERY CENTER,1040 GULF BREEZE PARKWAY SUITE 100,GULF BREEZE,FL,32561,,(850) 916-8623,99,1,0,100,92,7,1,95,99,1,0,99,97,2,1,99,3,399,121,31,07/01/2024,06/30/2025
10C0001494,CENTER ONE SURGERY CENTER,10475 CENTURION PKWY N # 101,JACKSONVILLE,FL,32256,,(904) 652-2328,97,3,0,98,94,6,0,97,90,10,0,96,90,10,0,97,"3,6",332,70,21,07/01/2024,06/30/2025
10C0001495,BAY AREA SURGICENTER LLC,6043 WINTHROP COMMERCE AVE SUITE 101,RIVERVIEW,FL,33578,,(813) 699-1200,97,3,0,98,93,6,1,96,92,7,1,96,90,7,3,95,3,3008,933,31,07/01/2024,06/30/2025
10C0001496,ADVENTHEALTH SURGERY CENTER WELLSWOOD LLC,513 NORTH ARMENIA AVENUE,TAMPA,FL,33603,,(000) 000-0000,94,5,1,96,86,10,4,91,74,19,7,89,70,24,6,87,,1640,246,15,07/01/2024,06/30/2025
10C0001497,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH ST.,FORT LAUDERDALE,FL,33334,,(945) 229-8618,99,1,0,100,96,3,1,98,93,7,0,97,87,6,7,91,"3,6",261,51,20,07/01/2024,06/30/2025
10C0001498,ST MARKS SURGICAL CENTER,6820 INTERNATIONAL CENTER BLVD,FORT MYERS,FL,33912,,(239) 210-0301,91,7,2,95,84,12,4,90,78,15,7,90,74,21,5,89,"3,10",361,48,14,07/01/2024,06/30/2025
10C0001500,EYE SURGERY CENTER OF NORTH FLORIDA LLC,7205 BONNEVAL RD,JACKSONVILLE,FL,32256,,(904) 296-4331,97,3,0,98,90,7,3,94,90,7,3,96,81,16,3,92,"3,6",185,56,30,07/01/2024,06/30/2025
10C0001501,SAME DAY SURGERY CENTER,6733 GAU BLVD,ZEPHYRHILLS,FL,33542,,(813) 783-8242,97,3,0,99,93,6,1,96,90,8,2,96,89,8,3,95,3,467,160,34,07/01/2024,06/30/2025
10C0001504,GULF COMPREHENSIVE SURG CTR,1750 ENGLEWOOD RD,ENGLEWOOD,FL,34223,,(941) 681-3555,98,2,0,99,92,6,2,95,88,11,1,96,91,8,1,96,,1621,624,38,07/01/2024,06/30/2025
10C0001505,LAKE ENDOSCOPY CENTER LLC,17355 SOUTHEAST 109TH TERRACE RD,SUMMERFIELD,FL,34491,,(352) 671-3909,97,3,0,98,95,3,2,97,92,6,2,96,91,7,2,96,,822,328,40,07/01/2024,06/30/2025
10C0001506,PREMIER ENDOSCOPY CENTER LLC,1656 MEDICAL BLVD SUITE 201,NAPLES,FL,34110,,(239) 449-4945,,,,,,,,,,,,,,,,,1,,,,,
10C0001507,SAND LAKE SURGERY CENTER LP,7477 SAND LAKE COMMONS BLVD,ORLANDO,FL,32819,,(407) 264-9633,99,1,0,99,94,5,1,97,90,10,0,96,91,7,2,96,3,693,166,24,07/01/2024,06/30/2025
10C0001509,BLUE SPRINGS SURGERY CENTER,1053 MEDICAL DR SUITE 201,ORANGE CITY,FL,32763,,(386) 878-8080,98,2,0,99,93,6,1,96,89,9,2,95,85,12,3,93,,2136,665,31,07/01/2024,06/30/2025
10C0001512,TLC ASC LLC DBA TLC OUTPATIENT SURGERY AND LASER CENTER,201 WEST GUAVA ST,LADY LAKE,FL,32159,,(352) 391-5875,97,3,0,98,90,8,2,94,91,8,1,95,86,12,2,94,,570,235,42,07/01/2024,06/30/2025
10C0001513,TAMPA MINIMALLY INVASIVE SPINE SURGERY CENTER,5329 PRIMROSE LAKE CIR,TAMPA,FL,33647,,(813) 463-9762,98,2,0,99,93,6,1,96,91,7,2,95,88,10,2,95,,1559,252,16,07/01/2024,06/30/2025
10C0001514,THE SURGERY CENTER OF THE VILLAGES LLC,17560 SE 109TH TERRACE RD,SUMMERFIELD,FL,34491,,(352) 735-2020,95,4,1,97,89,9,2,93,84,12,4,93,82,14,4,92,3,706,278,39,07/01/2024,06/30/2025
10C0001519,THE SURGERY CENTER AT DORAL,3650 NORTHWEST 82ND AVE UNIT 101,DORAL,FL,33122,,(305) 341-7282,97,2,1,98,89,8,3,93,88,8,4,95,83,12,5,92,3,801,126,16,07/01/2024,06/30/2025
10C0001520,SURGERY CENTER OF KEY WEST LLC,931 TOPPINO DR,KEY WEST,FL,33040,,(305) 293-1801,97,3,0,99,95,4,1,97,92,7,1,97,89,10,1,96,"3,6",507,97,19,07/01/2024,06/30/2025
10C0001521,RIVERWALK AMBULATORY SURGERY CENTER,200 3RD AVE WEST SUITE 170,BRADENTON,FL,34205,,(941) 220-6786,97,3,0,98,89,8,3,93,86,11,3,94,81,16,3,92,,692,219,32,07/01/2024,06/30/2025
10C0001524,TREASURE COAST SURGICAL CENTER INC,1811 SOUTH 25TH ST,FORT PIERCE,FL,34947,,(772) 467-1960,97,3,0,99,91,7,2,95,89,8,3,94,84,14,2,94,3,554,114,21,07/01/2024,06/30/2025
10C0001525,TGH SURGERY CENTER AT MORSANI DBA TGH SURGERY CENTER,13330 USF LAUREL DR 2ND FLOOR,TAMPA,FL,33612,,(813) 974-2446,98,2,0,99,93,5,2,96,92,7,1,97,92,7,1,97,3,863,256,30,07/01/2024,06/30/2025
10C0001526,SEASCAPE SURGERY CENTER LLC,5379 PRIMROSE LAKE CIR.,TAMPA,FL,33647,,(813) 977-2040,,,,,,,,,,,,,,,,,1,,,,,
10C0001528,CORAL RIDGE OUTPATIENT CENTER LLC,5301 NORTH DIXIE HWY.,OAKLAND PARK,FL,33334,,(954) 832-3300,96,3,1,98,92,5,3,94,88,10,2,95,86,12,2,94,,943,243,26,07/01/2024,06/30/2025
10C0001531,CARILLON SURGERY CENTER LLC,900 CARILLON PARKWAY SUITE 205,ST. PETERSBURG,FL,33716,,(727) 561-2710,97,3,0,98,94,5,1,96,92,6,2,96,90,9,1,96,,2123,565,27,07/01/2024,06/30/2025
10C0001532,SARASOTA PHYISCIANS SURGICAL CENTER,3201 SOUTH TAMIAMI TRAIL,SARASOTA,FL,34239,,(941) 556-3515,98,2,0,99,92,7,1,95,93,7,0,96,91,8,1,96,3,291,102,35,07/01/2024,06/30/2025
10C0001534,PARK CENTER FOR PROCEDURES LLC,8255 COLLEGE PARKWAY SUITE 100,FORT MYERS,FL,33919,,(239) 437-8000,96,4,0,98,90,8,2,94,91,7,2,96,86,12,2,94,"3,6",349,91,27,07/01/2024,06/30/2025
10C0001535,PACAYA BAY SURGERY CENTER LLC,13981 MCGREGOR BLVD SUITE 102,FORT MYERS,FL,33919,,(239) 275-8898,98,1,1,98,95,5,0,98,92,6,2,96,92,5,3,96,3,413,163,39,07/01/2024,06/30/2025
10C0001536,SPACE COAST SURGERY CENTER,595 COURTENAY PARKWAY SUITE 103,MERRITT ISLAND,FL,32953,,(321) 890-1800,96,3,1,97,97,2,1,98,89,6,5,94,83,12,5,92,3,760,174,23,07/01/2024,06/30/2025
10C0001538,ADVANCED SURGERY CENTER OF PALM BEACH COUNTY LLC,"5065 STATE RD 7, STE. 101",LAKE WORTH,FL,33449,,(561) 273-2340,97,3,0,98,94,4,2,96,86,13,1,96,93,7,0,98,"3,10",273,27,10,07/01/2024,06/30/2025
10C0001539,SURGERY CENTER OF PEMBROKE PINES LLC DBA BROWARD SPECIALTY SURGICAL CENTER,7261 SHERIDAN ST SUITE 100A,HOLLYWOOD,FL,33024,,(954) 322-4222,98,2,0,99,88,9,3,92,90,8,2,95,86,13,1,95,,1632,263,16,07/01/2024,06/30/2025
10C0001540,APOLLO SURGERY CENTER,375 SOUTH WICKHAM RD,MELBOURNE,FL,32904,,(321) 726-9393,98,2,0,99,91,8,1,95,89,8,3,95,85,13,2,94,3,359,105,29,07/01/2024,06/30/2025
10C0001541,RIVERSIDE SURGICAL CENTERLLC,"7207 GOLDEN WINGS RD, SUITE 100",JACKSONVILLE,FL,32244,,(904) 386-1010,99,1,0,100,98,1,1,99,99,1,0,99,93,4,3,96,"3,6",530,87,16,07/01/2024,06/30/2025
10C0001543,WESTCHASE SURGERY CENTER LTD,10901 SHELDON RD,TAMPA,FL,33626,,(813) 343-3101,96,4,0,98,91,7,2,95,89,9,2,95,89,6,5,93,"3,6",288,60,21,07/01/2024,06/30/2025
10C0001544,ATLANTIC SURGERY AND LASER CENTER LLC,8040 NORTH WICKHAM RD,MELBOURNE,FL,32940,,(321) 757-7276,98,2,0,99,91,9,0,96,94,4,2,97,90,8,2,96,"3,10",119,44,37,07/01/2024,06/30/2025
10C0001545,SURGICARE OF MIRAMAR LLC,14601 SOUTHWEST 29TH ST SUITE 301,MIRAMAR,FL,33027,,(954) 266-3807,97,3,0,98,93,6,1,96,91,7,2,96,86,11,3,94,,1220,180,15,07/01/2024,06/30/2025
10C0001547,MID FLORIDA ENDOSCOPY AND SURGERY CENTER LLC,"1950 SW 18TH CT, SUITE 102",OCALA,FL,34471,,(352) 789-6575,97,3,0,98,86,8,6,90,93,7,0,94,91,6,3,96,"3,10",233,28,13,07/01/2024,06/30/2025
10C0001549,TITUSVILLE CENTER FOR SURGICAL EXCELLENCE LLC,814 SOUTH WASHIGNTON AVE,TITUSVILLE,FL,32796,,(321) 567-6300,98,2,0,99,96,3,1,98,95,5,0,97,97,2,1,98,,497,204,41,07/01/2024,06/30/2025
10C0001550,ORLANDO ORTHOPAEDIC OUTPATIENT SURGERY CENTER LLC,45 W. CRYSTAL LAKE ST. SUITE 300,ORLANDO,FL,32806,,(561) 630-6277,98,2,0,99,93,5,2,96,92,7,1,97,91,8,1,96,3,774,167,22,07/01/2024,06/30/2025
10C0001551,MAITLAND SURGERY CENTER,790 CONCOURSE PARKWAY SOUTH SUITE 100,MAITLAND,FL,32751,,(407) 691-3331,96,4,0,98,95,4,1,97,86,12,2,94,85,12,3,93,3,453,128,28,07/01/2024,06/30/2025
10C0001552,NATIONAL SURGICAL CENTERS OF AMERICA LLC,"1693 LEE RD, SUITE A",WINTER PARK,FL,32789,,(407) 287-4300,97,3,0,99,91,8,1,95,88,9,3,95,86,11,3,94,3,745,161,22,07/01/2024,06/30/2025
10C0001553,COLONIAL OUTPATIENT SURGERY CENTER,4571 COLONIAL BOULEVARD SUITE 200,NAPLES,FL,33966,,(000) 000-0000,97,3,0,98,92,7,1,95,88,10,2,95,87,11,2,95,3,673,266,40,07/01/2024,06/30/2025
10C0001554,EYE SPECIALISTS LASER AND SURGERY CENTER INC,12453 S. CLEVELAND AVE.,FORT MYERS,FL,33907,,(239) 284-1690,96,4,0,98,87,9,4,92,84,12,4,94,82,15,3,92,"3,6",880,59,7,07/01/2024,06/30/2025
10C0001555,BAPTIST SURGERY AND ENDO CENTERS DBA BAPTIST HEALTH ENDO CTR AT GALLOWAY SOUTH,7600 SOUTHWEST 87TH AVENUE SUITE 100,MIAMI,FL,33173,,(786) 595-8190,98,1,1,99,92,7,1,96,88,9,3,94,81,10,9,88,"3,10",249,44,18,07/01/2024,06/30/2025
10C0001559,SAFETY HARBOR ASC COMPANY LLC DBA SAFETY HARBOR SURGERY CENTER,3280 NORTH MCMULLEN BOOTH RD SUITE 110,CLEARWATER,FL,33761,,(727) 787-3000,98,2,0,99,94,5,1,97,91,7,2,96,91,7,2,96,,933,335,36,07/01/2024,06/30/2025
10C0001560,SURGCENTER PINELLAS LLC,12416 66TH ST. N STE. D,LARGO,FL,33773,,(727) 408-5310,97,3,0,98,91,7,2,94,89,10,1,95,83,16,1,94,,736,242,33,07/01/2024,06/30/2025
10C0001561,RED HILLS SURGICAL CENTER LLC,1608 SURGEON DR,TALLAHASSEE,FL,32308,,(850) 702-5020,100,0,0,100,93,6,1,96,96,4,0,98,93,7,0,98,3,851,133,16,07/01/2024,06/30/2025
10C0001562,SANTA FE SURGERY CENTER LLC,"8564 E CR 466, STE. 101",LADY LAKE,FL,32162,,(352) 561-4950,97,2,1,98,92,6,2,95,89,9,2,95,82,15,3,92,3,503,232,46,07/01/2024,06/30/2025
10C0001563,NEW VISION SURGICAL CENTER LLC,1055 37TH PL,VERO BEACH,FL,32960,,(772) 257-8700,97,3,0,98,93,7,0,96,90,6,4,96,91,7,2,96,"3,6",382,68,18,07/01/2024,06/30/2025
10C0001567,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,"3001 CORAL HILLS DR., STE. 200",CORAL SPRINGS,FL,33065,,(786) 595-8190,97,3,0,98,94,5,1,97,89,10,1,95,87,11,2,95,"3,6",240,66,28,07/01/2024,06/30/2025
10C0001568,ENDOSURGICAL CENTER OF FLORIDA,100 NORTH DEAN RD STE 102,ORLANDO,FL,32825,,(407) 506-0006,,,,,,,,,,,,,,,,,1,,,,,
10C0001569,THE CENTER FOR SPECIALIZED SURGERY AT FORT MYERS,2565 CLEVELAND AVE.,FORT MYERS,FL,33901,,(239) 344-8012,97,2,1,98,94,4,2,96,94,4,2,96,91,8,1,96,3,500,174,35,07/01/2024,06/30/2025
10C0001571,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S.,CAPE CORAL,FL,33990,,(239) 772-3636,97,2,1,98,89,9,2,93,85,13,2,93,81,16,3,92,,569,179,31,07/01/2024,06/30/2025
10C0001572,ST  LUKES SURGICAL AT THE VILLAGES INC,1050 OLD CAMP RD BUILDING 230,THE VILLAGES,FL,32162,,(727) 938-2020,98,2,0,99,93,4,3,95,93,5,2,97,90,4,6,93,"3,6",165,73,44,07/01/2024,06/30/2025
10C0001573,ADVANCED SURGERY CENTER OF ORLANDO LLC,"6900 TURKEY LAKE RD, STE. 2-5",ORLANDO,FL,32819,,(407) 354-5401,97,3,0,98,90,7,3,94,89,7,4,94,87,11,2,95,3,405,114,28,07/01/2024,06/30/2025
10C0001574,CORNERSTONE SURGICARE LLC,511 HEWITT ST,PENSACOLA,FL,32503,,(850) 912-6505,98,1,1,99,92,6,2,95,90,8,2,96,92,7,1,97,3,530,131,25,07/01/2024,06/30/2025
10C0001575,TAVARES SURGERY LLC,1878 MAYO DR,TAVARES,FL,32778,,(352) 508-5401,97,3,0,98,88,9,3,92,87,12,1,94,85,14,1,94,,1155,385,33,07/01/2024,06/30/2025
10C0001576,THE OUTPATIENT CENTER OF DELRAY,4675 LINTON BLVD STE 101,DELRAY BEACH,FL,33445,,(561) 499-9585,97,2,1,98,92,6,2,95,89,9,2,95,87,11,2,95,,966,250,26,07/01/2024,06/30/2025
10C0001577,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 444-5510,99,1,0,99,95,4,1,97,96,3,1,98,93,5,2,97,,604,238,39,07/01/2024,06/30/2025
10C0001578,SURGCENTER NORTHEAST LLC,2438 DR MLK JR STREET NORTH SUITE C,ST PETERSBURG,FL,33704,,(727) 565-0740,98,2,0,99,87,10,3,92,94,5,1,96,83,17,0,94,6,362,86,24,07/01/2024,06/30/2025
10C0001579,SURGCENTER OF ORANGE PARK LLC,"1465 KINGSLEY AVE., STE. 1201",ORANGE PARK,FL,32073,,(904) 385-4854,99,1,0,99,93,6,1,96,92,8,0,97,94,5,1,97,,1060,248,23,07/01/2024,06/30/2025
10C0001581,RIVERSIDE KINGSLEY ENDOSCOPY SURGICENTER DBA RIVERSIDE ENDOSCOPY CENTER,2151 RIVERSIDE AVENUE SUITE 1,JACKSONVILLE,FL,32204,,(904) 687-2800,95,4,1,97,90,7,3,94,85,10,5,93,84,12,4,93,3,1688,353,21,07/01/2024,06/30/2025
10C0001582,LONGLEAF SURGERY CENTER,3010 STARKEY BLVD,NEW PORT RICHEY,FL,34655,,(727) 372-0600,98,2,0,99,91,7,2,94,88,10,2,95,85,12,3,93,,682,215,32,07/01/2024,06/30/2025
10C0001583,NATIONAL SURGICAL CENTERS OF AMERICA LLC,13945 NORTH US HWY 441,LADY LAKE,FL,32159,,(352) 561-2900,96,3,1,98,87,11,2,93,85,12,3,94,84,12,4,93,3,439,144,33,07/01/2024,06/30/2025
10C0001584,NATIONAL SURGICAL CENTERS OF AMERICA LLC,5365 WEST ATLANTIC AVENUE SUITE 501,DELRAY BEACH,FL,33484,,(561) 279-3500,97,3,0,98,88,11,1,94,83,11,6,93,85,14,1,94,"3,6",272,77,28,07/01/2024,06/30/2025
10C0001586,MARION SURGERY CENTER LLC,2207 SW 1ST AVE,OCALA,FL,34471,,(352) 732-4020,97,2,1,98,90,8,2,94,88,8,4,94,79,19,2,92,,545,176,32,07/01/2024,06/30/2025
10C0001588,SURGCENTER OF PALM BEACH GARDENS LLC,900 VILLAGE SQUARE CROSSING SUITE 100,PALM BEACH GARDENS,FL,33410,,(561) 429-6880,98,2,0,99,92,6,2,95,86,12,2,95,88,11,1,95,,1093,245,23,07/01/2024,06/30/2025
10C0001589,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W. KENNEDY BLVD,TAMPA,FL,33606,,(813) 693-5000,98,2,0,99,90,7,3,94,87,10,3,94,86,11,3,94,,652,113,17,07/01/2024,06/30/2025
